drug,condition,rating,has_pred_adr,adr_count,predicted_adrs_str
Minocycline,Acne,7,True,2,"cystic, acne"
Etonogestrel,Birth Control,10,True,1,scared
Tylenol with Codeine #3,Pain,9,True,3,"ear, infection, pain"
Sildenafil,Erectile Dysfunction,6,True,1,headache
Sprintec,Birth Control,6,True,2,"noticing, mood swings"
Paxil,Anxiety and Stress,1,True,1,withdrawal symptoms
Naloxegol,"Constipation, Drug Induced",1,True,2,"constipation, sweating"
Cozaar,High Blood Pressure,10,False,0,none
Mesalamine,Ulcerative Colitis,10,False,0,none
Aczone,Acne,1,True,5,"acne, cystic, acne, noticed, scarring"
Lexapro,Anxiety,9,False,0,none
Ethinyl estradiol / norgestimate,Birth Control,1,True,1,alopecia
Fentanyl Transdermal System,Pain,10,True,4,"pelvic, pain, pain, breakthrough pain"
Lyrica,ibromyalgia,1,True,2,"fibromyalgia, anxiety"
Miconazole,Vaginal Yeast Infection,6,True,4,"burning, burning, infection, burning"
Polyethylene glycol 3350 with electrolytes,Bowel Preparation,1,True,1,heartburn
Tadalafil,Erectile Dysfunction,10,False,0,none
NuvaRing,Birth Control,9,True,1,migra
Westhroid,Underactive Thyroid,10,True,1,noticed
Quetiapine,Generalized Anxiety Disorde,6,True,1,anxiety
Suboxone,Opiate Dependence,9,True,2,"chronic pain, depression"
Sronyx,Abnormal Uterine Bleeding,1,False,0,none
Temazepam,Insomnia,10,True,3,"pain, neuropathy, neuropathy"
Ethinyl estradiol / norgestimate,Birth Control,8,False,0,none
Drospirenone / ethinyl estradiol,Birth Control,2,False,0,none
Wellbutrin,Depression,7,True,1,depressive episode
Victoza,"Diabetes, Type 2",10,False,0,none
Tri-Previfem,Abnormal Uterine Bleeding,4,False,0,none
Liraglutide,"Diabetes, Type 2",10,False,0,none
Montelukast,"Asthma, Maintenance",10,True,1,wzing
Liraglutide,Obesity,9,False,0,none
Etonogestrel,Birth Control,3,True,1,concussion
Quetiapine,Bipolar Disorde,8,True,3,"drowsiness, anxiety, insomnia"
Nucynta ER,Pain,8,True,3,"back, pain, pain"
Chateal,Abnormal Uterine Bleeding,8,False,0,none
Claravis,Acne,10,True,4,"acne, welts, topic, pains"
Citalopram,Anxiety and Stress,1,True,1,insomnia
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,False,0,none
Letrozole,Breast Cance,7,True,1,osteoporosis
Risperidone,Bipolar Disorde,5,True,2,"manic episode, mania"
Fluticasone,Allergic Rhinitis,1,False,0,none
Rivaroxaban,Deep Vein Thrombosis,9,True,5,"hernia, surgery, infection, spells ,, infection"
Depo-Provera,Abnormal Uterine Bleeding,1,True,1,anxiety
Sertraline,Premenstrual Dysphoric Disorde,9,False,0,none
Armodafinil,Narcolepsy,7,False,0,none
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,7,False,0,none
Abilify,Bipolar Disorde,1,False,0,none
Diazepam,Anxiety,10,True,1,anxiety
Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,4,True,3,"noticed, gastric retention, falling"
Ethinyl estradiol / etonogestrel,Birth Control,9,True,1,frequent bowel movements
Esgic-Plus,Headache,10,True,2,"migra, headache"
Methadone,Chronic Pain,10,True,2,"accident, disability"
Mononessa,Birth Control,1,True,2,"panic attack, paralysis"
Nitrofurantoin,Urinary Tract Infection,1,False,0,none
Desvenlafaxine,Depression,8,True,2,"depression, noticed"
Etonogestrel,Birth Control,4,True,2,"acne, acne"
Mirtazapine,Anxiety,7,True,1,drowsiness
Belsomra,Insomnia,10,True,1,insomnia
Propofol,Anesthesia,9,True,2,"sedation, sneezing"
Isotretinoin,Acne,10,True,5,"acne, oily skin, acne, notice, stress"
Medroxyprogesterone,Birth Control,1,True,4,"orgasm, scare, anxiety, depression"
Pristiq,Depression,10,True,1,depression
Restasis,Keratoconjunctivitis Sicca,1,True,2,"scary, staring"
Sertraline,Depression,5,True,2,"depression, notice"
Nabumetone,Osteoarthritis,9,True,1,osteoarthritis
Cymbalta,Anxiety,8,True,2,"noticed, anxiety"
Lurasidone,Bipolar Disorde,1,True,1,anxiety attack
Methotrexate,Psoriasis,10,True,1,psoriasis
Lubiprostone,Irritable Bowel Syndrome,10,True,1,pains
Buprenorphine,Opiate Dependence,8,False,0,none
Dexlansoprazole,GERD,3,True,5,"heartburn, nausea, yeast, infection, pain"
Trulicity,"Diabetes, Type 2",2,True,2,"vomiting, antibiotics"
Saphris,Bipolar Disorde,6,True,3,"constipation, pain, burning"
Methotrexate,Psoriasis,9,False,0,none
Phillips' Milk of Magnesia,Constipation,10,True,1,constipation
Ortho Tri-Cyclen Lo,Birth Control,1,True,1,breast cancer
Veramyst,Nasal Polyps,10,True,2,"polyps, poly"
Phentermine,Weight Loss,10,False,0,none
Saphris,Bipolar Disorde,9,True,1,bad taste
Desogestrel / ethinyl estradiol,Birth Control,10,True,6,"pelvic, pain, polystic, pain, depression, fatigue"
Seroquel,Insomnia,9,False,0,none
Levonorgestrel,Emergency Contraception,10,False,0,none
Isotretinoin,Acne,10,True,4,"acne, acne, acne, swings only"
Budesonide,Ulcerative Colitis,1,True,3,"headache, nausea, vomiting"
Aluminum chloride hexahydrate,Hyperhidrosis,9,True,2,"sweating, burns"
Roxicodone,Pain,10,True,1,pain
Lorazepam,Anxiety,10,False,0,none
Trintellix,Depression,8,True,10,"anxiety disorder, depression, anxiety, depression, nausea, noticed, virtually, anxiety, depression, lightheadedness"
Xtandi,Prostate Cance,1,False,0,none
Duloxetine,Depression,10,True,1,depression
Ambien,Insomnia,7,True,2,"fall, headache"
Buprenorphine,Chronic Pain,10,True,2,"sciatica, hernia"
Sprintec,Birth Control,8,True,2,"anxiety attacks, noticed"
Valproic acid,Epilepsy,1,True,3,"ache, swelling, swelling"
Oxyfast,Chronic Pain,10,True,1,fibromyalgia
Paroxetine,Hot Flashes,2,True,1,tremors
Migergot,Migraine,10,False,0,none
Etanercept,Plaque Psoriasis,10,True,1,psoriasis
Soolantra,Rosacea,10,True,2,"rosacea, rosa"
Methylphenidate,ADHD,10,False,0,none
Acetaminophen / butalbital / caffeine,Headache,9,True,3,"migra, headache, headache"
Oxymorphone,Pain,9,True,1,pain
Crestor,High Cholesterol,1,True,1,swelling
Etonogestrel,Birth Control,1,False,0,none
Microgestin Fe 1.5 / 30,Birth Control,6,True,1,constipation
Clonazepam,Panic Disorde,10,True,1,panic attacks
Indomethacin,"Gout, Acute",10,True,4,"gout symptoms, gout attack, pain, paranoia"
Plan B One-Step,Emergency Contraception,9,True,1,worrying
Belviq,Weight Loss,10,True,2,"falling, snoring"
Implanon,Birth Control,9,False,0,none
Pregabalin,Peripheral Neuropathy,8,True,3,"pain, multiple sclerosis, noticed"
Ethinyl estradiol / norgestimate,Birth Control,1,True,1,painful
Pregabalin,Postherpetic Neuralgia,8,True,1,pain
Ethinyl estradiol / levonorgestrel,Endometriosis,2,True,1,endometriosisome
Seroquel XR,Schizoaffective Disorde,8,True,2,"depression, vomiting"
Exforge,High Blood Pressure,4,True,1,sore
Drospirenone / ethinyl estradiol,Birth Control,2,True,2,"anxiety, depression"
Oxycodone,Pain,10,True,4,"breakthrough, pain, chronic, pain"
Atorvastatin,High Cholesterol,10,False,0,none
Aripiprazole,Depression,8,True,1,depression
Oxycodone,Pain,9,True,7,"back, pain, pain, surgery, surgery, pain, breakthrough pain"
Plan B One-Step,Emergency Contraception,8,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,8,True,1,practically
Apixaban,Prevention of Thromboembolism in Atrial Fibrillation,3,True,4,"rash, muscle spasms, spasms and, clear"
TriNessa,Birth Control,5,True,2,"acne, pregnancy"
Levonorgestrel,Emergency Contraception,10,True,1,worrying
Acetaminophen / oxycodone,Pain,9,True,6,"chronic, pain, fibromyalgia, chronic fatigue syndrome, migra, typical"
Suboxone,Opiate Dependence,9,False,0,none
Welchol,"Diabetes, Type 2",8,False,0,none
Dulcolax,Constipation,9,True,3,"painful, pain, pain"
Cyclobenzaprine,Muscle Spasm,8,True,4,"abdominal, pain, pain, pain"
Escitalopram,Anxiety,10,True,2,"anxiety, fear"
Abreva,Herpes Simplex,1,False,0,none
Tramadol,Back Pain,10,True,2,"pain, depression"
Tadalafil,Erectile Dysfunction,9,True,1,anxiety
Viibryd,Depression,8,True,1,withdrawal symptoms
Hydroxychloroquine,Sjogren's Syndrome,9,True,1,fatigue
Melatonin,Insomnia,1,False,0,none
Avandia,"Diabetes, Type 2",8,False,0,none
Contrave,Weight Loss,5,False,0,none
Mirena,Birth Control,9,True,2,"pain, painful"
Tadalafil,Erectile Dysfunction,9,False,0,none
Pitavastatin,High Cholesterol,9,True,1,high cholesterol
Exenatide,"Diabetes, Type 2",10,True,2,"loose stools, hunger"
Topiramate,Migraine Prevention,1,True,3,"headache, headache, headache"
Rifampin,"Tuberculosis, Latent",8,False,0,none
Guaifenesin,ibromyalgia,8,True,3,"painful, infection, ease"
Prozac,Panic Disorde,10,True,3,"anxiety, anxiety, anxiety"
Wellbutrin,Depression,1,False,0,none
Celebrex,Osteoarthritis,5,False,0,none
Escitalopram,Anxiety,8,True,3,"nausea, nausea, nausea"
Diazepam,Anxiety,6,True,2,"panic attacks, anxiety"
Aspirin,Pain,1,True,2,"sciatica, pain"
Simvastatin,High Cholesterol,8,True,1,noticed
Ethinyl estradiol / norethindrone,Birth Control,1,False,0,none
Dulaglutide,"Diabetes, Type 2",10,False,0,none
Cymbalta,Anxiety,9,True,1,depression
Lexapro,Depression,9,True,3,"depressive illness, anxiety, depression"
Tasigna,Chronic Myelogenous Leukemia,10,False,0,none
Topiramate,Migraine Prevention,1,True,4,"menopause, migra, migra, migra"
Benadryl,Allergic Reactions,8,True,1,shock
Lexapro,Depression,10,True,3,"depression, depression, panic attacks"
Toradol,Pain,1,True,3,"migra, headaches, headache"
Acitretin,Psoriasis,1,True,3,"plaque, psoriasis, unwell"
Ethinyl estradiol / norgestimate,Birth Control,8,True,5,"noticed, sickness, nausea, notice, noticed"
Medroxyprogesterone,Birth Control,1,False,0,none
Imuran,Ulcerative Colitis,9,False,0,none
Diazepam,Not Listed / Othe,10,True,1,anxiety
Milk of Magnesia,Constipation,9,True,3,"constipation, constipation, constipation"
Nucynta,Pain,9,True,2,"pain, pain"
Ethinyl estradiol / norethindrone,Birth Control,6,False,0,none
Tri-Sprintec,Endometriosis,3,True,1,depression
Viibryd,Depression,3,True,2,"anxiety, depression"
Movantik,Opioid-Induced Constipation,10,True,1,flatulence
Metronidazole,Bacterial Infection,10,True,1,dizziness
Ponstel,Period Pain,1,True,1,breakthrough pain
Taytulla,Birth Control,1,True,3,"ectic, pregnancy, nausea"
Denosumab,Osteoporosis,2,True,5,"bone, pain, bladder, infection, antibiotics"
Cyred,Birth Control,9,False,0,none
Epiduo,Acne,3,True,2,"acne, burning"
Ziprasidone,Schizoaffective Disorde,8,True,2,"headache, del"
Tri-Previfem,Acne,3,False,0,none
Lamotrigine,Seizure Prevention,9,True,3,"memory loss, notice, dyslexia"
Lysteda,Menorrhagia,10,False,0,none
Amlodipine / benazepril,Not Listed / Othe,7,False,0,none
Differin,Acne,1,True,1,blist
Levonorgestrel,Emergency Contraception,10,False,0,none
Ativan,Anxiety,10,True,1,stress
Suprep Bowel Prep Kit,Bowel Preparation,3,True,1,vomiting
Duloxetine,Back Pain,9,True,5,"back, pain, hernia, nausea, fatigue"
Phentermine,Weight Loss,7,True,1,crying
Aviane,Birth Control,10,True,2,"mood swings, acne"
Dulaglutide,"Diabetes, Type 2",10,True,1,fantastic
Lo Loestrin Fe,Birth Control,1,False,0,none
Chantix,Smoking Cessation,1,True,1,vivid dreams
Ethinyl estradiol / norgestimate,Birth Control,7,True,1,painful
Latuda,Schizoaffective Disorde,9,True,2,"nausea, nausea"
Acetaminophen / hydrocodone,Pain,10,True,1,toothache
Adalimumab,Ankylosing Spondylitis,9,False,0,none
Bisacodyl,Constipation,8,False,0,none
Oxymorphone,Pain,8,True,2,"pain, pain"
Vortioxetine,Major Depressive Disorde,10,False,0,none
Plan B One-Step,Emergency Contraception,10,False,0,none
Methadone Diskets,11</span> users found this comment helpful.,10,False,0,none
Mucinex,ibromyalgia,10,True,5,"fibromyalgia, fearn, pain, fibromyalgia, fibromyalgia"
Tesamorelin,Lipodystrophy,6,False,0,none
Polyethylene glycol 3350 with electrolytes,Bowel Preparation,1,True,1,fasting
Bupropion,Major Depressive Disorde,10,True,1,death
Regadenoson,Diagnosis and Investigation,9,True,7,"stress, chest, discomfort, discomfort, nausea, worry, stress"
Prozac,Anxiety and Stress,9,True,2,"depression, anxiety"
Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,1,True,5,"acne, nightmares, palpitations, anxiety, anxiety"
Desogestrel / ethinyl estradiol,Birth Control,9,True,1,nausea
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,8,True,1,nausea
Sprintec,Birth Control,2,True,2,"typically, pregnancy"
Mirapex,Restless Legs Syndrome,6,True,1,pain
Etonogestrel,Birth Control,9,False,0,none
Viibryd,Depression,9,True,1,insomnia
Skyla,Birth Control,10,False,0,none
Robaxin,Muscle Spasm,6,True,1,short periods
Tadalafil,Benign Prostatic Hyperplasia,10,False,0,none
Testosterone,"Hypogonadism, Male",10,False,0,none
Fentanyl Transdermal System,Chronic Pain,8,True,2,"wheezing, massive"
Sumatriptan,Migraine,9,True,3,"migra, migra, migra"
Ultram ER,Chronic Pain,4,False,0,none
Tadalafil,Erectile Dysfunction,10,False,0,none
Linzess,1</span> users found this comment helpful.,10,False,0,none
OxyContin,Pain,10,True,1,pain
Ulipristal,Emergency Contraception,1,False,0,none
Ativan,Anxiety,4,True,2,"panic attacks, anxiety"
Acetaminophen / hydrocodone,Rheumatoid Arthritis,10,False,0,none
Losartan,High Blood Pressure,7,True,1,dizzinesszziness
Loestrin 24 Fe,Polycystic Ovary Syndrome,3,True,1,endometriosis
Abreva,Herpes Simplex,1,False,0,none
Benzonatate,Cough,1,False,0,none
Zarah,Birth Control,8,True,2,"acne, ulcer"
Skyla,Birth Control,9,True,1,pain
Implanon,Birth Control,8,False,0,none
Adapalene / benzoyl peroxide,Acne,10,False,0,none
Drospirenone / ethinyl estradiol,Birth Control,2,True,1,noticed
Ritalin,ADHD,10,False,0,none
Docosanol,Herpes Simplex,2,True,2,"shocked, blist"
Tramadol,Depression,10,False,0,none
Etonogestrel,Birth Control,3,False,0,none
Paroxetine,Social Anxiety Disorde,9,True,1,anxiety
Celebrex,Osteoarthritis,1,True,4,"criticism, ache, pain, burning"
Yaz,Acne,9,True,2,"acne, cyst"
Varenicline,Smoking Cessation,10,False,0,none
Depo-Provera,Birth Control,10,True,1,pregnancy
Simvastatin,High Cholesterol,10,False,0,none
Multivitamin,Dietary Supplementation,10,False,0,none
Levonorgestrel,Abnormal Uterine Bleeding,8,False,0,none
Hypercare,Hyperhidrosis,10,True,1,noticeable
Buprenorphine / naloxone,Opiate Dependence,8,False,0,none
Zoloft,Depression,10,True,2,"depression, attention deficit disorder"
Escitalopram,Major Depressive Disorde,9,True,4,"suicide, suicide, depression, insomnia"
Buspirone,Anxiety,10,True,6,"panic attack, anxiety, scared, death, fear, anxiety attack"
Ethinyl estradiol / etonogestrel,Birth Control,9,False,0,none
Plan B One-Step,Emergency Contraception,10,False,0,none
Ethinyl estradiol / levonorgestrel,Birth Control,6,True,5,"mood swings, depression, irritability, mood swings, mood swings"
Quetiapine,Borderline Personality Disorde,10,True,2,"mood swings, suicide"
Linzess,"Constipation, Chronic",8,True,2,"shocked, abdominal pain"
Trazodone,Major Depressive Disorde,10,True,1,depression
Macrobid,Bladder Infection,2,True,4,"bladder, infection, infection, constipation"
Phentermine,Weight Loss,9,False,0,none
Nexplanon,Birth Control,10,True,2,"headache, menopaus"
Lacosamide,Seizures,8,False,0,none
Ranitidine,GERD,8,True,2,"pain, pain"
Oseltamivir,Influenza,4,False,0,none
Sprintec,Birth Control,9,True,5,"headache, fatigue, sexually active, pregnancy, pimples"
Nitroglycerin,Anal Fissure and Fistula,9,True,3,"pain, headache, headache"
Adalimumab,Ulcerative Colitis,8,True,4,"ulcerative, colitis, colitis, infections"
Camrese,Birth Control,10,True,4,"migra, headache, migra, noticed"
Dextromethorphan,Cough,1,True,2,"pain, nausea"
Lurasidone,Schizophrenia,10,False,0,none
Tofacitinib,Rheumatoid Arthritis,10,False,0,none
Depo-Provera,Birth Control,5,True,2,"anxiety, abortion"
Nora-Be,Birth Control,7,False,0,none
Citalopram,Anxiety and Stress,8,True,5,"anxiety, anxiety, nausea, fatigue, dizziness"
BuSpar,Anxiety,7,True,3,"anxiety, panic attack, panic attack"
Seroquel,6</span> users found this comment helpful.,5,True,1,insomnia
Drospirenone / ethinyl estradiol,Birth Control,6,True,1,dramatically
Bisacodyl,Constipation,10,True,3,"pain, surgery, pain"
Amoxicillin / clavulanate,Pneumonia,6,True,2,"ear, infection"
Tioconazole,Vaginal Yeast Infection,1,True,2,"crying, appendicitis"
Ethinyl estradiol / etonogestrel,Birth Control,5,False,0,none
Acetaminophen / butalbital / caffeine,Headache,10,True,5,"migraine, tension, headache, headache, headache"
Amoxicillin / clavulanate,Otitis Media,1,True,7,"ear, infection, yeast, infections, nausea, heartburn, lethargy"
TriNessa,Birth Control,9,True,2,"pregnancy, acne"
Dulcolax,Constipation,5,True,1,scared
Soma,Muscle Spasm,10,True,2,"back, pain"
Meloxicam,Inflammatory Conditions,10,True,2,"fall, shoulder"
Lisdexamfetamine,ADHD,8,True,1,anxiety
Valsartan,High Blood Pressure,1,False,0,none
Clomipramine,Panic Disorde,9,True,1,panic attacks
Ethinyl estradiol / norgestimate,Birth Control,2,True,2,"cystic, acne"
Soolantra,Rosacea,9,True,2,"redness, dramatically"
Risperdal,Schizophrenia,9,False,0,none
Drysol,0</span> users found this comment helpful.,10,True,2,"sweating, sweating"
Metronidazole,Diverticulitis,8,True,1,nausea
Zoloft,Vulvodynia,10,True,1,pain
Tamiflu,Influenza,8,True,1,chills
Omalizumab,Urticaria,10,False,0,none
Liraglutide,Obesity,10,False,0,none
Tretinoin,Acne,9,False,0,none
Adapalene,Acne,10,True,2,"scarring, burning"
Makena,Premature Lab,10,True,2,"pregnancy, worry"
Fingolimod,Multiple Sclerosis,9,False,0,none
Isotretinoin,Acne,9,True,2,"noticing, dry skin"
NuvaRing,Birth Control,1,True,1,crying
Azithromycin,Bronchitis,1,True,1,stomach cramps
Ethinyl estradiol / norethindrone,Birth Control,2,False,0,none
Tramadol,Pain,1,True,2,"pain, shakiness"
Candesartan,High Blood Pressure,2,True,3,"pain, fatigue, depression"
Suprep Bowel Prep Kit,Bowel Preparation,6,False,0,none
Insulin detemir,"Diabetes, Type 2",8,True,1,rash
Lorcaserin,Weight Loss,10,True,1,wound
Gabapentin,Pain,9,True,1,arthritis
Acetaminophen / oxycodone,Pain,8,True,3,"pain, headaches, pain"
Implanon,Birth Control,2,True,1,stressed
Ethinyl estradiol / levonorgestrel,Birth Control,8,True,1,nightmare
Clonazepam,Seizure Prevention,1,True,1,anxiety attacks
Nitrofurantoin,Urinary Tract Infection,7,True,3,"pain, decreased appetite, headache"
Ramelteon,Insomnia,10,True,1,puberty
Sumatriptan,Migraine,9,True,4,"headache, headache, nausea, headache"
Liletta,Birth Control,8,True,2,"migra, painful"
Clarithromycin,Strep Throat,9,True,3,"infection, infection, discomfort"
Implanon,Birth Control,8,True,2,"miscarriage, pregnancy"
Miconazole,Vaginal Yeast Infection,1,True,2,"tick, stinging"
Zofran,Nausea/Vomiting,10,True,10,"nausea, vomiting, dig disorder, sickness, pregnancy, pregnancy, nausea, vomiting, sickness, headache"
OnabotulinumtoxinA,Migraine Prevention,8,True,1,aura
Fluticasone,"Asthma, Maintenance",8,False,0,none
Buspirone,Anxiety,10,True,1,anxiety
Buprenorphine / naloxone,Opiate Dependence,10,False,0,none
Amitriptyline,Insomnia,10,True,2,"depression, personality disorder"
Plan B,Emergency Contraception,9,False,0,none
Dulcolax,Constipation,1,False,0,none
Bupropion / naltrexone,Weight Loss,8,True,4,"constipation, nausea, particularly, dizziness"
Metronidazole,Bacterial Vaginitis,9,False,0,none
Lisinopril,High Blood Pressure,2,False,0,none
Sodium polystyrene sulfonate,Hyperkalemia,10,True,2,"scary, death"
Cyclobenzaprine,Sciatica,2,False,0,none
Amoxicillin / clavulanate,Kidney Infections,1,True,1,sickness
Dymista,Allergic Rhinitis,10,True,1,sneezing
Wellbutrin SR,Depression,1,True,1,noticed
Aluminum chloride hexahydrate,Hyperhidrosis,9,True,2,"sweating, sweating"
Suboxone,1</span> users found this comment helpful.,9,False,0,none
Zoloft,Depression,8,True,1,depression
Nasacort,Allergic Rhinitis,10,True,3,"asthma, nasal congestion, asthma"
Ciprofloxacin,Bladder Infection,10,True,6,"pain, burning, yeast, infection, yeast, infection"
Metformin / saxagliptin,min / saxagliptin),1,False,0,none
